adresse,latitude,longitude,gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,nr,mandag,torsdag,ugentlig,uniq_id,street,city,country,street_part,house_number,house_anyting,vejnavn,husnr,appendiks
"Jernbanegade 8, 6000, Kolding",55.4900786,9.4745658,Jernbanegade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,8,False,True,True,tuhmmynbpt,Jernbanegade 8, 6000, Kolding,Jernbanegade,8,,Jernbanegade,8,
"Jernbanegade 17 A, 6000, Kolding",55.490142,9.4764493,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,17,False,True,True,tuapqkmkzc,Jernbanegade 17 A, 6000, Kolding,Jernbanegade,17, A,Jernbanegade,17, A
"Jernbanegade 17 A, 6000, Kolding",55.490142,9.4764493,Jernbanegade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,17,False,True,True,tufvtcokcl,Jernbanegade 17 A, 6000, Kolding,Jernbanegade,17, A,Jernbanegade,17, A
"Jernbanegade 17 A, 6000, Kolding",55.490142,9.4764493,Jernbanegade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,17,False,True,True,tuidhwfopg,Jernbanegade 17 A, 6000, Kolding,Jernbanegade,17, A,Jernbanegade,17, A
"Jernbanegade 19, 6000, Kolding",55.4901622,9.4766825,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,19,True,True,False,tuhwvbffko,Jernbanegade 19, 6000, Kolding,Jernbanegade,19,,Jernbanegade,19,
"Jernbanegade 19, 6000, Kolding",55.4901622,9.4766825,Jernbanegade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,19,True,True,False,tujnoqrntj,Jernbanegade 19, 6000, Kolding,Jernbanegade,19,,Jernbanegade,19,
"Jernbanegade 20, 6000, Kolding",55.4900093,9.4761071,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,20,False,True,True,tudbwkuycj,Jernbanegade 20, 6000, Kolding,Jernbanegade,20,,Jernbanegade,20,
"Jernbanegade 20, 6000, Kolding",55.4900093,9.4761071,Jernbanegade ,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,20,False,True,True,tubxyscrhk,Jernbanegade 20, 6000, Kolding,Jernbanegade,20,,Jernbanegade,20,
"Jernbanegade 20, 6000, Kolding",55.4900093,9.4761071,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,20,False,True,True,tucgwazcir,Jernbanegade 20, 6000, Kolding,Jernbanegade,20,,Jernbanegade,20,
"Jernbanegade 23, 6000, Kolding",55.4901523,9.4771024,Jernbanegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,23,False,True,True,tucvhjnpoi,Jernbanegade 23, 6000, Kolding,Jernbanegade,23,,Jernbanegade,23,
