adresse,postnr,kommune,antal,beholder,tur,ml,mu,tl,tu,sum,uid,vejnavn,husnr,appendiks,type,fremsætter,lås,sæk,id,caveat
Grønnegade 5,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,5,,240,False,True,False,1535662b-9843-417c-b130-9c2aadb12129,False
Grønnegade 5,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,5,,660,False,True,False,3caeff40-37b2-4957-91c6-c93126558196,False
Grønnegade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,7,,240,False,False,False,f46b841f-8bef-4b0e-95fd-af501a2433fa,False
Grønnegade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,7,,240,False,False,False,8c0b3368-460c-43d8-90c6-7c65bd7affc8,False
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,9,,240,True,False,False,a16f7010-aa17-4361-92e3-82e363c67657,False
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,9,,240,True,False,False,4232844a-8725-4803-aab9-3ee699ff50a2,False
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,9,,240,True,False,False,92941d22-2a2b-4ec2-860e-16db2ec27406,False
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,9,,240,True,False,False,62596bec-ff09-4d5a-bfa4-b45d41017da2,False
Grønnegade 11,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,11,,660,True,False,False,3a8ab3f6-b559-44b0-a4b4-1c7cae84b860,False
Grønnegade 11,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,11,,240,True,False,False,4478f7d9-f918-4375-b9a6-8a67697b0a5a,False
Grønnegade 11,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,11,,400,True,False,False,d7c7bc6b-d5d2-498c-a8a5-655b04baff1d,False
Grønnegade 13,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,13,,240,False,False,False,a9777acf-e558-4900-be3d-9d3f9e3d5d0f,False
Grønnegade 13,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,13,,240,False,False,False,e4523f36-8066-4f65-8338-93dbecae0e30,False
Grønnegade 15,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,15,,660,True,False,False,bf508892-3e20-4268-92e1-c8ec0bad5c22,False
Grønnegade 15,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Grønnegade,15,,240,True,False,False,10463c45-5fba-42e3-8015-4667f5602c8a,False
Gøhlmannsvej 46,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Gøhlmannsvej,46,,240,True,False,False,ef97aa73-e565-4798-b229-29ee9a332d70,False
Gøhlmannsvej 48,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Gøhlmannsvej,48,,240,False,False,False,218f5910-1bb9-49aa-98c8-646c6d806ba1,False
Gøhlmannsvej 50,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Gøhlmannsvej,50,,240,False,False,False,18eacbcf-ac04-4191-929d-3662a3ccb1d6,False
Gøhlmannsvej 52,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Gøhlmannsvej,52,,370,False,False,False,9a8d34b8-1554-4670-a6e5-f221020199ea,False
Haderslevvej 65 01,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Haderslevvej,65, 01,240,False,False,False,b704c7ed-bb90-4da0-ab37-e4e388aa8f5c,False
Haderslevvej 65 ST,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Haderslevvej,65, ST,370,True,False,False,1ef6da0a-2456-45c3-aad5-be49f4276b2f,False
Helligkorsgade 4,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,4,,370,True,False,False,0964d17d-3118-45e8-b8f0-7fcc3f075c51,False
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,8,,130,False,False,True,5ad62e7e-ee96-4b3b-b24f-a802be12e0fc,False
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald erhverv","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,8,,130,False,False,True,bb1583a3-d56f-4c9c-b30b-d52d10f46cc4,False
Helligkorsgade 8,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,8,,130,False,False,True,c42118c6-0df2-450f-9c01-f3ca6ca7c06b,False
Helligkorsgade 8,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,8,,90,False,False,True,afa32184-4628-4280-b106-9898c4230bc0,False
Helligkorsgade 8,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,8,,90,False,False,True,a9701d87-a620-47f5-bcd8-25a1383894f6,False
Helligkorsgade 9,6000,Kolding,1,"130 l. sæk, resta - sf erhverv","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,9,,130,False,False,True,9ad5bb96-1c92-4ca1-aa24-87fc4d809fdd,False
Helligkorsgade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,9,,240,True,False,False,fec28e7d-8520-4831-9755-6b3bedf1a9d5,False
Helligkorsgade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,10,,240,True,False,False,7868811d-2dea-42c8-ba83-8733f21f0f65,False
Helligkorsgade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,10,,240,True,False,False,72ae6ee2-4763-4bb9-89cd-27fdf3a3269b,False
Helligkorsgade 12,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,12,,370,True,False,False,55d5eb82-579c-42b9-8c0d-5829caa14664,False
Helligkorsgade 14,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,14,,190,True,False,False,efce6adf-2029-42fd-86b3-cb119ca1b419,False
Helligkorsgade 14,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,14,,400,True,False,False,a6321ba6-fff2-482a-92bc-d2fe68d951d9,False
Helligkorsgade 15,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,15,,240,False,False,False,c6d0a4c5-968d-4367-a8b1-90ae2303a18b,False
Helligkorsgade 15,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,15,,660,False,False,False,1b13c09e-0a2d-4232-bd29-98d2d7dfe809,False
Helligkorsgade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,16,,400,False,False,False,0e4b398d-e91c-48cf-a026-63f92a99245e,False
Helligkorsgade 16,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,16,,770,False,False,False,45e15e3f-38d8-4494-bc94-91aa8ffe8c78,False
Helligkorsgade 17,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,17,,370,False,False,False,f8c8db6d-b279-432f-a3d0-dd180ca53c0a,False
Helligkorsgade 20 B,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,20, B,660,False,False,False,ea8564b0-30e5-4273-a9e1-b7ffb116c703,False
Helligkorsgade 20 B,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,20, B,240,False,False,False,434f4fde-9ed5-4ad3-826a-1eafec2ab4b0,False
Helligkorsgade 22 A,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,22, A,770,False,False,False,f632c150-f4e5-43c4-b008-aa0c2fb0fad8,False
Helligkorsgade 22 A,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,22, A,400,False,False,False,26c9289d-4e79-499d-91d0-b1a782fab01d,False
Helligkorsgade 22 A,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Helligkorsgade,22, A,770,False,False,False,47627ffc-0638-4b0a-982c-9f10c8adebd7,False
Helligkorsgade 22 A,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Helligkorsgade,22, A,130,False,False,True,88b8a162-af22-4ecd-bbe1-fe9623d6e708,False
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Hjarupvej,6, A,660,False,False,False,03dc599f-e49a-437f-b133-ef7f89e1db6a,False
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Hjarupvej,6, A,660,False,False,False,22ad1a4c-401e-4135-91b9-3a16942b898f,False
Hjarupvej 6 A,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Hjarupvej,6, A,240,False,False,False,81f8145f-7269-44c9-840e-feebb6d738a9,False
Hokvej 1,6092,Sønder Stenderup,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Hokvej,1,,370,False,False,False,425fd41e-6b5e-41d2-874f-aa81216daf0e,False
Hokvej 2,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Hokvej,2,,240,False,False,False,c163f008-a876-4ba0-bf78-9c3ae086d45c,False
Høgesti 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Høgesti,3,,240,True,False,False,265fa15c-47ad-4a80-9d5b-7e64ff3820e1,False
Høgesti 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Høgesti,5,,240,False,False,False,c7e7ba9d-4bdb-435e-9de8-2ccbcde2f4cd,False
Høgesti 7,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Høgesti,7,,240,True,False,False,5089f280-6840-4c9f-9009-6fa0d92a5ce5,False
Idyl 21,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Idyl,21,,240,False,False,False,550397ca-a857-4ff6-a68e-fc86a25b62ef,False
Idyl 23,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Idyl,23,,240,False,False,False,3c4bbaec-ebc0-4f8c-a555-bad7209cd620,False
Idyl 25,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Idyl,25,,240,False,False,False,0ec64533-cf3a-45f7-953f-c7eac1f414a5,False
Idyl 26 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Idyl,26, A,370,False,False,False,ba7c62bf-961c-46c9-ba95-c1c1031b7bdd,True
Idyl 26 B,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Idyl,26, B,370,False,False,False,b4f2a7bb-c34f-46bb-adc7-b6fcc4a53fc3,True
Idyl 27,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Idyl,27,,370,False,False,False,45cf0e85-0dcf-40ef-ae42-20fcaf1d656b,False
Idyl 29,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Idyl,29,,240,False,False,False,7ad92eaf-ebd3-45b7-95a6-a9f0ee7790bc,False
Jernbanegade 1 C,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,1, C,660,False,True,False,5bc364ab-eb57-4e23-baed-29515269a6f4,False
Jernbanegade 1 C,6000,Kolding,1,"400 l .con, rest, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,1, C,400,False,True,False,ba46b72c-2651-4f58-a32c-ee3f12236ff3,False
Jernbanegade 1 C,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,1, C,240,False,True,False,59f62872-7c0c-48e0-b4ed-31145727bb33,False
Jernbanegade 1 E,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,1, E,140,True,False,False,0ba522ab-edd0-4d9e-955c-009799c59d90,False
Jernbanegade 1 E,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,1, E,400,True,False,False,2a8ea4eb-6d70-424d-8415-e0ad99093440,False
Jernbanegade 3,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,3,,660,False,False,False,1e4b6a22-4795-454a-b4ad-b258b38ae4e7,False
Jernbanegade 3,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,3,,660,False,False,False,b5cbd5d4-4e01-4b84-b862-4efe2ef8dbd9,False
Jernbanegade 3,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,3,,190,False,False,False,ff1041d7-3fc0-4e9f-ba07-fe164b378ec5,False
Jernbanegade 4,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,4,,130,True,False,True,5981da3e-ea20-44ec-b877-d44143d34f05,False
Jernbanegade 4,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,4,,90,True,False,True,d6cd7cba-5b2b-4c6c-8490-77787e90e88a,False
Jernbanegade 5,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Jernbanegade,5,,370,True,False,False,2b6128fe-3e6c-42e6-beb9-7749c10730a9,False
Jernbanegade 5,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Jernbanegade,5,,140,True,False,False,b3ae916f-c8b2-4fe1-b03f-d4de7e079bef,False
Jernbanegade 5,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Jernbanegade,5,,400,True,False,False,3da8077b-f8d3-4631-915b-19f95ddc483b,False
Jernbanegade 5,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Jernbanegade,5,,400,True,False,False,da810036-93f4-4429-bc63-5009f03fdd09,False
Jernbanegade 6 03,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,6, 03,240,False,False,False,c8aa6b88-6095-4191-a384-99c29825fe66,False
Jernbanegade 6 1 TH,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,6, 1 TH,240,False,False,False,adb7377d-909d-42f7-b9b9-d8095bd82b42,False
Jernbanegade 6 1 TV,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,6, 1 TV,240,False,False,False,029d4162-71cf-4e14-a306-8634ade1d462,False
Jernbanegade 6 2 TH,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,6, 2 TH,240,False,False,False,6fd61258-6fd4-4aaf-9fc4-0266b090b9f6,False
Jernbanegade 6 2 TV,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,6, 2 TV,240,False,False,False,99715b74-a6f9-438b-8f57-bd5e1676e808,False
Jernbanegade 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,8,,240,True,False,False,bea56f91-2290-4f46-9fea-df9bcc2b1cb6,False
Jernbanegade 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,8,,240,True,False,False,314f7e9c-6f67-4939-908b-2fa2ccd28ada,False
Jernbanegade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,10,,240,True,False,False,5274d4bc-d8be-429d-a93a-8152daaaf4bd,False
Jernbanegade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,10,,240,True,False,False,059a518b-dcc3-47dc-83dd-9005aa25880a,False
Jernbanegade 10,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,10,,240,True,False,False,e15b9db8-6574-4982-bd2f-6e5fb4de527b,False
Jernbanegade 11 02 1,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,11, 02 1,240,True,False,False,e49ac9cd-4e79-47d0-a817-95dc60354420,False
Jernbanegade 11 02 2,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,11, 02 2,240,True,False,False,82383887-60e5-448a-b4af-63968c5f6495,False
Jernbanegade 11 02 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,11, 02 3,240,True,False,False,55419291-985f-4f21-834a-a1959ffc2c1c,False
Jernbanegade 11 02 4,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,11, 02 4,240,True,False,False,f9d75a82-c83d-4753-a80c-8b97d6694ca1,False
Jernbanegade 15,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,15,,660,False,False,False,8de0a9f9-2746-438d-89df-0d791f2d8a63,False
Jernbanegade 15,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,15,,400,False,False,False,a5f1307a-7fd4-4f30-8519-92a59731143e,False
Jernbanegade 15,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,15,,660,False,False,False,dd25fdb2-9cf7-4d34-b815-b0b766b581dc,False
Jernbanegade 16 A,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,16, A,240,True,False,False,6dbb7f67-9a71-4729-809f-0c1afb35a1cf,False
Jernbanegade 16 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,16, A,660,True,False,False,c4d5b42e-c62c-4b94-8a98-3fefb803ef05,False
Jernbanegade 17 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,17, A,660,False,False,False,8174d1e9-e75a-4b42-ab5d-00f11f5c9f63,False
Jernbanegade 17 A,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,17, A,190,False,False,False,0b7bd5a2-4b12-4595-aa97-5029bd7ebbd1,False
Jernbanegade 17 A,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,17, A,400,False,False,False,eb66a5c5-2133-48f0-847c-5816ff9099de,False
Jernbanegade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Jernbanegade,19,,660,False,False,False,50df47a4-39bd-444d-9e83-4062b22f3023,False
Jernbanegade 19,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Jernbanegade,19,,140,False,False,False,2bf02996-cab6-4fa9-8f95-40f07ed54859,False
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,20,,660,False,False,False,7057b922-4233-4f62-ad88-35f4d412b49b,False
Jernbanegade 20,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,20,,240,False,False,False,2e7bd41a-b0aa-4ad5-96c3-f905061c0770,False
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,20,,660,False,False,False,c1fff45d-aa3d-4fbb-9fb0-b35a4939bce4,False
Jernbanegade 21,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,21,,240,False,False,False,86c34494-8142-46c8-a397-c176753fc3ed,False
Jernbanegade 21,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,21,,400,False,False,False,65ceefae-9c85-4289-8442-aa7e96ce5fae,False
Jernbanegade 21,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,21,,660,False,False,False,fa61b362-6814-41ee-83bb-47224b8487a0,False
Jernbanegade 22,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,22,,240,False,False,False,11654cd3-e846-4185-874f-e3960cbedff6,False
Jernbanegade 23,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,23,,770,False,False,False,d41bffa0-d794-4fd1-b26b-9ffd8b08cea2,False
Jernbanegade 23,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,23,,240,False,False,False,63ac7ea2-2115-42ec-91b5-ab84dfe63ea3,False
Jernbanegade 23,6000,Kolding,1,"130 l. sæk, restaffald erhverv","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,23,,130,False,False,True,697f7c72-fb5f-482a-aa19-c7f23087d4b9,False
Jernbanegade 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,400,False,False,False,ea0b2649-73af-4f6c-a8ab-8ce02764f5db,False
