adresse,postnr,kommune,antal,beholder,tur,ml,mu,tl,tu,sum,uid,vejnavn,husnr,appendiks,type,fremsætter,lås,sæk,id,caveat
Slotsgade 11,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,11,,660,True,False,False,fc3a2300-a1a0-4790-85c0-9452a7570d03,False
Slotsgade 11,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,11,,240,True,False,False,9b77c582-11ab-4621-86ce-1266e9afc445,False
Slotsgade 13,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,13,,240,False,False,False,b5ca5ffd-b2fc-4252-9d90-085c9b049c62,False
Slotsgade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,19,,660,False,False,False,6cd27212-f7c3-4a44-8fb3-0a42e8a7dcde,False
Slotsgade 19,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,19,,400,False,False,False,ecba2e87-6c0a-439e-b3bb-60bdfa1dd550,False
Slotsgade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Slotsgade,19,,660,False,False,False,342d79d6-0ffb-481f-8817-c73749e56d64,False
Slotsgade 21,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Slotsgade,21,,190,False,False,False,73d4bb7d-4bf8-4229-b0dc-fb26894ef10e,False
Slotsgade 21,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Slotsgade,21,,400,False,False,False,31a24d8c-94f8-4ea0-8d94-516a1fdce831,False
Slotsgade 22,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Slotsgade,22,,400,False,False,False,a2c77511-8d59-412d-9177-3db864933b42,False
Slotsgade 22,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Slotsgade,22,,400,False,False,False,aacc7a6c-790e-485b-8fd9-fb3592d77959,False
Slotsgade 22,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Slotsgade,22,,770,False,False,False,855b1dfb-dcdb-4d81-a327-ec562cc57953,False
Solvej 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Solvej,2,,370,False,False,False,6ff602bf-9149-402c-8b67-1c144ef5dfff,False
Solvej 2 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Solvej,2, A,240,False,False,False,40f34330-3e46-4f17-b8a9-baba82879ea7,False
Sortebjergvej 1,6640,Lunderskov,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Sortebjergvej,1,,240,True,False,False,7603d55d-c1d8-4dbb-bc8e-870be576f947,False
Sportsvej 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Sportsvej,2,,370,False,False,False,90924eba-a2c0-4473-8b9b-dde30e21bff9,False
Sportsvej 4,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Sportsvej,4,,90,True,False,True,32fc3630-62c1-45a7-ba9a-1d067b7f143a,False
Sportsvej 4,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Sportsvej,4,,130,True,False,True,5b4b4a5f-834e-431e-9fe9-9d16a0bd86bc,False
Sportsvej 6,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Sportsvej,6,,240,False,False,False,5828c416-ba7a-491a-b22a-13369e50ae6b,False
Sportsvej 8,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Sportsvej,8,,240,False,False,False,eb43f920-b73e-457c-bbae-2fc5facc40ec,False
Sportsvej 14,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Sportsvej,14,,240,True,False,False,d8031d44-e393-4d4d-a9a6-9db7d12448bb,False
Stallerup Sø 29,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Stallerup Sø,29,,240,False,False,False,95ceabce-9862-44f9-b6ce-bf56cbca92fc,False
Stenholt 23,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,23,,370,True,False,False,c6a6d295-1138-46ac-9cab-99fee0ffcb6e,False
Stenholt 25,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,25,,240,False,False,False,75a50f52-aa83-47e6-a0ed-67ea419f39d6,False
Stenholt 33,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,33,,240,True,False,False,e4defc3f-699c-40f9-a5c1-040ea9a10a85,False
Stenholt 35,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,35,,240,False,False,False,80bf3706-454c-4d32-bf21-0aeb9f9d15e6,False
Stenholt 37,6092,Sønder Stenderup,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,37,,370,False,False,False,70739967-35cc-4376-8bf4-9ea11eedfb6e,False
Stenholt 39,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,39,,240,True,False,False,34d5dd5b-1c4c-4cc4-9805-c25c240df3e5,False
Stenholt 41,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,41,,240,True,False,False,b1dc6837-85b6-4379-811f-cafbd4b5db03,False
Stenholt 43,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,43,,370,True,False,False,8ca94bcb-e263-4389-92f7-2af9de031c4e,False
Stenholt 47,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,47,,370,True,False,False,519b6ff4-5c8f-423f-8634-ab6c86ffce47,False
Stenholt 49 A,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,49, A,370,True,False,False,712e6ca3-904f-46db-9713-d71d8e00354e,False
Stenholt 49 B,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholt,49, B,240,True,False,False,7cc79933-e410-4bee-ae31-096458ddfe90,False
Stenholtgade 15,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholtgade,15,,240,False,False,False,1688264f-ccc5-46d8-af40-f1609b558edd,False
Stenholtgade 17,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Stenholtgade,17,,240,True,False,False,54c15bca-98f8-4dbd-bac4-80fa6e034135,False
Surkjær 1,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Surkjær,1,,240,False,False,False,04506952-9277-490b-a9a6-b8ac3f506559,False
Surkjær 3,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Surkjær,3,,240,False,False,False,e3f8db01-dfed-492d-8eca-6b29201151dd,False
Surkjær 27,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Surkjær,27,,370,False,False,False,7fcbfda2-2099-46cf-a84c-92878ef7645e,False
Surkjær 33,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Surkjær,33,,240,False,False,False,bc8345cb-2fce-4221-aca1-5bd0ab528641,False
Søndergade 1 A,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Søndergade,1, A,140,False,False,False,a9de23f4-e685-4723-920f-4b24c276a1d0,False
Søndergade 1 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Søndergade,1, A,660,False,False,False,f922a8cc-83f0-4ab2-8a6c-1d926f4513ff,False
Søndergade 2,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,130,True,False,True,bcbe7d1f-72ea-416d-8fca-eb63dee948ae,False
Søndergade 2,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,90,True,False,True,9ed3b280-2884-44cc-95d7-76c67277686d,False
Søndergade 2,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,90,True,False,True,061cc424-c595-4fd6-9752-f3fd2ea7392b,False
Søndergade 2,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,130,True,False,True,3517755e-bfcb-4e61-aab5-321323f54aaa,False
Søndergade 2,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,130,True,False,True,5a94ec17-b276-4c15-abcf-eab55e73f1e7,False
Søndergade 2,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,2,,90,True,False,True,d4ba016b-bb56-431e-90e5-9d47ccfa02e9,False
Søndergade 4,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,4,,240,True,False,False,0fe69d4d-bb70-4225-94b1-95c1317c58d2,False
Søndergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,6,,660,False,False,False,ff6d17d4-f035-4f9f-a9b6-9dad26be2caf,False
Søndergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,6,,660,False,False,False,b0ef3a25-1edc-4cd1-9231-594ae2898346,False
Søndergade 6,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,6,,400,False,False,False,b43dfa1f-d0c1-4664-b208-f713b383200a,False
Søndergade 8,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,8,,370,False,False,False,2c7e8f50-467b-4f86-b001-fde0b5060ead,False
Søndergade 10 A,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,10, A,140,True,False,False,7bfbaa29-47ad-46c9-b3ee-91a0faef6fe3,False
Søndergade 10 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,10, A,660,True,False,False,99fa64a5-60ef-4688-88fa-5afc9ab9f9f4,False
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,12,,770,False,False,False,4a1ef005-ade0-45f7-a0e5-d287daa83ce9,False
Søndergade 12,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,12,,400,False,False,False,f071b3c4-1221-4d1a-9834-0067237a5c84,False
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,12,,770,False,False,False,7fd32d0d-c5b6-462c-b930-e0114631dde4,False
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,12,,770,False,False,False,33cd157e-3b0a-4d10-8b64-325fa0c56183,False
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,12,,770,False,False,False,149c2df4-129e-4c44-8892-d59eed621d2f,False
Søndergade 13 C,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,13, C,370,False,False,False,38c60b25-c778-424a-ba1a-1571add4a74a,False
Søndergade 15 A,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,15, A,400,False,False,False,b1a0fb25-976e-4fe0-a20a-45aea3214f14,False
Søndergade 15 A,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,15, A,190,False,False,False,c8f56e52-5663-481d-aaaf-4ad6945a7031,False
Søndergade 17,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,17,,240,True,False,False,a8b7b557-64e0-4ff5-a1e1-0cda0aa97e18,False
Søndergade 17,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,17,,240,True,False,False,957a84d4-779c-4790-a882-10d7d8f247e3,False
Søndergade 19,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,19,,240,False,False,False,3e37fdea-474a-42cf-8d9a-a5e4cfead5ce,False
Søndergade 21,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,21,,240,True,False,False,5e5f8b30-60ea-4b25-b4ff-b913c0ce3256,False
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,23,,240,True,False,False,663b6268-4278-4c85-b7ac-d575923580ca,False
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,23,,240,True,False,False,956897ef-53cb-436c-97fd-f90721012b8c,False
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,23,,240,True,False,False,4d3be4f6-15a4-4367-917b-6aba5c93180b,False
Søndergade 25,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,25,,240,False,False,False,49887bb5-3959-4b73-abc3-9c8b8a01515c,False
Søndergade 25,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Søndergade,25,,240,False,False,False,88a24cfc-1d30-4fce-99dc-21e620e6bb80,False
Søndergade 27,6000,Kolding,1,"190 l. beh, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,27,,190,False,True,False,9dd6ce67-3ec3-41ed-bc41-891d36d4d4ac,False
Søndergade 27,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,27,,660,False,True,False,2e389e82-5ec5-482e-a4eb-ef537cfb5714,False
Søndergade 27 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,27, A,370,False,False,False,22079371-1379-4c42-b61e-a27ecfd25a21,False
Søndergade 29,6000,Kolding,1,"240 l. beh, mad, med lås, SF","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,29,,240,False,True,False,5ae3ee85-1c1d-4d48-be02-6f7dc0f44290,False
Søndergade 29,6000,Kolding,1,"660 con, rest - m lås sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,29,,660,True,True,False,d3a54353-9f76-4cf3-b8ce-e8e8a102a24b,False
Søndergade 32 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,32, A,660,False,False,False,3436797c-2790-49be-b490-81590a22bdc1,False
Søndergade 32 A,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,32, A,140,False,False,False,78789641-2b4a-4ecc-b1ef-83d49d5ed3bc,False
Søndergade 32 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Søndergade,32, A,660,False,False,False,28ac2f5a-4b50-46fa-ae6b-85be2aee0b2f,False
Terlings Alle 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Terlings Alle,5,,240,False,False,False,9d11378b-60b1-4cf2-b4a6-e0aa33c6be2c,True
Ternevej 1,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ternevej,1,,240,False,False,False,b3c3144e-ef16-4f78-83bf-2d174b6608c5,False
Ternevej 2,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ternevej,2,,240,True,False,False,79fc6894-0826-4e9b-8ef9-b8915bf3418b,False
Ternevej 3,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ternevej,3,,240,False,False,False,52fec3b6-3868-4595-a72d-31b020725ea1,False
Ternevej 4,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ternevej,4,,240,True,False,False,fa09d5c2-ec26-47c5-8b2b-edfe5c49edfc,False
Trompeterbakken 1,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,1,,370,False,False,False,1875d60b-e9ec-4f50-96fb-45bd71dd45ca,False
Trompeterbakken 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,2,,370,False,False,False,526e7c6f-1c5c-4c44-bec9-0b11e51530a8,False
Trompeterbakken 3,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Trompeterbakken,3,,370,True,False,False,7f48d142-bc65-41ac-8996-8c3f0189cdcf,False
Trompeterbakken 5,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Trompeterbakken,5,,240,True,False,False,4d2d9a0e-a7fc-4d1a-ab83-d6dd24372efd,False
Trompeterbakken 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,6,,240,True,False,False,aa4181e6-f46b-4cd9-9a1a-edc26476a582,False
Trompeterbakken 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Trompeterbakken,7,,240,False,False,False,1e62f519-4585-4d0b-9048-13b956cfb006,False
Trompeterbakken 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,8,,240,True,False,False,e8e0d5be-6303-4d69-a94f-dd15f843890b,False
Trompeterbakken 9,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,9,,240,False,False,False,c6d3da84-9fb3-4df9-8fc0-5984647ac442,False
Trompeterbakken 10,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,10,,240,False,False,False,dee96f76-8e78-497c-920a-154b78c3fe54,False
Trompeterbakken 11,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Trompeterbakken,11,,370,True,False,False,4197e890-3e8d-4aa6-aece-5ca9a52cbf9c,False
Trompeterbakken 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,12,,240,False,False,False,8f52de2d-35af-4b82-8541-b56e7a68f3d2,False
Trompeterbakken 13,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,13,,240,True,False,False,a63d3be6-52ae-496d-9ae1-151b75556953,False
Trompeterbakken 15,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,15,,240,False,False,False,58320001-4097-4aaa-9475-c744c86624b5,False
Trompeterbakken 17,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Trompeterbakken,17,,240,False,False,False,06a53c5d-cf1c-4661-8380-b72cd56699e9,False
Vandværksvej 2,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,2,,240,True,False,False,fe94588a-8039-4a8f-93b3-e98df9922b6d,False
Vandværksvej 3,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,3,,370,True,False,False,cb7e070b-58f3-4fc1-85e3-5f28021efe53,False
Vandværksvej 4,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,4,,370,True,False,False,7810374d-75e5-463c-a91c-ba2633065014,False
Vandværksvej 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,5,,240,False,False,False,ededd162-946d-462b-a93b-f1b54848ddd7,False
Vandværksvej 6,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,6,,240,False,False,False,9726f383-b2c5-422c-9e10-c8192edfa081,False
Vandværksvej 8,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vandværksvej,8,,240,False,False,False,8b4e1ff3-aad1-4ed2-a82f-4148159b735d,False
Vandværksvej 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,9,,240,True,False,False,50b80cb2-bcc4-4599-9ad8-49545be9b8af,False
Vandværksvej 10 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vandværksvej,10, A,240,False,False,False,aa3dccaa-745c-406c-ace3-886b4a786c01,False
Vandværksvej 10 B,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vandværksvej,10, B,370,False,False,False,45be4154-7dea-45f1-9a1a-e8a39743af9c,False
Vandværksvej 11,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,11,,240,True,False,False,60b64086-129b-4595-8498-4755ff90c892,False
Vandværksvej 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vandværksvej,12,,240,False,False,False,98b565ec-a1b0-4d39-aadb-a15e1bba85f7,False
Vandværksvej 15,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,15,,240,True,False,False,e4bac56b-c0b0-4781-9d36-eda25434154b,False
Vandværksvej 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vandværksvej,16,,240,True,False,False,83cdfe72-3a39-4177-b5f7-50a9a03dd80d,False
